id,end,ip,city,country,born,edu,work,sex,rel,msNotAny,msNotSelf,msMet,msAccident,msShared,msCause,msTeach,msEvery,msPay,msTrainTeach,boreFidget,boreCheer,boreLone,wantLearn,freqCause,pctSuccess,freqAccident,durationCharacter,maxDuration,religion,re.desc,re.ms.pf,re.b.pf,re.subjTime,re.ms.gi,re.b.gi,spiritual,spiritual.desc,sp.ms.pf,sp.b.pf,sp.subjTime,sp.ms.gi,sp.b.gi,ps.ms.pf,ps.b.pf,ps.subjTime,ps.ms.gi,ps.b.gi,rx.ms.pf,rx.b.pf,rx.subjTime,rx.ms.gi,rx.b.gi,pe.desc,pe.ms.pf,pe.b.pf,pe.subjTime,pe.ms.gi,pe.b.gi,wo.ms.pf,wo.b.pf,wo.subjTime,wo.ms.gi,wo.b.gi,meditation,me.ms.pf,me.b.pf,me.subjTime,me.ms.gi,me.b.gi,dd.ms.pf,dd.b.pf,dd.subjTime,dd.ms.gi,dd.b.gi,flow.desc,flow.think,fl.ms.pf,fl.b.pf,ms.flow,flow.ms,fl.subjTime,fl.ms.gi,fl.b.gi,m.training,m.training.desc,m.regular,m.desc,comment
2270512994,"10/18/2012 16:34:53","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1994,"High school degree or equivalent (e.g., GED)",Student,Male,Single,Agree,Agree,"Agree somewhat","Not sure","Not sure","Disagree somewhat",Disagree,"Disagree somewhat","Disagree somewhat",Disagree,True,False,"Not sure",Yes,"I don't try to cause myself to experience complete mental silence",0,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",No,,,,,,,No,,,,,,,"Not at all",Frequently,"I am watching the clock.",Inappropriate,"Somewhat important","Not at all","Almost never","I am unaware of actual time.",Inappropriate,"Not sure",Basketball,"Not at all","Not at all","Subjective time is somewhat faster than actual time.","Not sure",Inappropriate,Infrequently,Frequently,"Subjective time is somewhat slower than actual time.","Not sure",Important,No,,,,,,"Not at all","Almost never","Subjective time is somewhat faster than actual time.","Not sure",Inappropriate,"Starcraft - Gaming","Rigorous, intensive thinking","Not at all","Almost never","Probably not","Yes, somewhat","Subjective time is typical.","Not sure",Inappropriate,No,,No,,
2270485236,"10/18/2012 16:31:27","NA;United States;Virginia;Charlottesville","Charlottesville, VA","United States",1994,"High school degree or equivalent (e.g., GED)",Student,Female,Single,"Agree somewhat","Agree somewhat","Not sure","Disagree somewhat","Not sure","Disagree somewhat",Disagree,"Not sure","Not sure",Disagree,True,"Not sure",False,"Not sure","I don't try to cause myself to experience complete mental silence",0,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",Yes,Hindu,"Almost never",Infrequently,"Subjective time is typical.","Not sure","Somewhat inappropriate",No,,,,,,,"Not at all",Infrequently,"Subjective time is somewhat faster than actual time.",Inappropriate,"Somewhat inappropriate",Infrequently,Infrequently,"Subjective time is somewhat faster than actual time.","Not sure","Somewhat inappropriate",Walking,"Not at all","Almost never","Subjective time is typical.","Not sure","Not sure","Not at all",Infrequently,"Subjective time is somewhat slower than actual time.",Inappropriate,"Somewhat inappropriate",No,,,,,,"Not at all","Almost never","Subjective time is somewhat faster than actual time.","Somewhat important","Somewhat important","Board games","Some moderate thinking","Almost never","Almost never","Probably not","Not sure / maybe","I am unaware of actual time.","Somewhat inappropriate","Not sure",No,,No,,
2270470360,"10/18/2012 16:19:44","NA;United States;Virginia;Lexington",Charlottesville,"United States",1993,"Some college but no degree",student,Female,Single,Disagree,Disagree,"Not sure","Agree somewhat",Disagree,"Agree somewhat",Disagree,Agree,"Agree somewhat",Disagree,"Not sure",False,True,"I know how to cause myself to experience complete mental silence.",Infrequently,20,Infrequently,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","1-2 minutes",No,,,,,,,Yes,Meditation,"Almost never",Infrequently,"Subjective time is somewhat slower than actual time.",Important,"Somewhat inappropriate","Not at all",Frequently,"Subjective time is somewhat faster than actual time.","Not sure","Not sure",Infrequently,Infrequently,"Subjective time is somewhat faster than actual time.","Somewhat important",Inappropriate,rowing,"Not at all","Almost never","Subjective time is typical.",Inappropriate,Inappropriate,"Almost never",Frequently,"Subjective time is somewhat faster than actual time.","Somewhat important","Somewhat inappropriate",Yes,Infrequently,Infrequently,"Subjective time is somewhat slower than actual time.",Important,Inappropriate,Infrequently,"Almost never","I am unaware of actual time.","Not sure",Inappropriate,singing,"Some moderate thinking",Frequently,"Not at all","Not sure / maybe","Yes, somewhat","Subjective time is typical.",Important,Inappropriate,No,,No,"breathing awareness, finding a peaceful mental state (imagining a peaceful place), etc",
2270468810,"10/18/2012 16:15:14","NA;United States;Virginia;Centreville","Charlottesville, VA",USA,1994,"Some college but no degree",Student,Female,Single,"Not sure",Agree,Disagree,"Not sure","Not sure","Disagree somewhat",Disagree,"Not sure","Agree somewhat",Disagree,True,False,"Not sure",Yes,Infrequently,0,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",No,,,,,,,No,,,,,,,"Not at all",Infrequently,"Subjective time is typical.","Somewhat important",Inappropriate,"Not at all",Infrequently,"Subjective time is somewhat slower than actual time.","Not sure","Not sure",Dance,"Almost never","Not at all","Subjective time is somewhat faster than actual time.","Somewhat important",Inappropriate,"Not at all",Frequently,"Subjective time is somewhat slower than actual time.","Somewhat important","Not sure",No,,,,,,"Not at all","Almost never","I am unaware of actual time.",Inappropriate,"Somewhat important",Dance,"Some moderate thinking","Not at all","Not at all","Yes, somewhat","Yes, somewhat","Subjective time is somewhat faster than actual time.","Not sure",Inappropriate,No,,No,,
2270462271,"10/18/2012 16:10:26","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1994,"Some college but no degree","UVA intramural sports official",Male,Other,"Agree somewhat","Disagree somewhat",Agree,Agree,Agree,"Agree somewhat","Disagree somewhat","Agree somewhat","Agree somewhat",Disagree,"Not sure",False,True,Yes,Infrequently,0,Infrequently,"Mostly moments (e.g. an isolated second or two)","A moment (e.g., a second or shorter)",No,,,,,,,No,,,,,,,Infrequently,,"Subjective time is somewhat faster than actual time.","Somewhat inappropriate",Inappropriate,Infrequently,Infrequently,"Subjective time is typical.","Somewhat important","Somewhat inappropriate",Basketball,"Not at all","Not at all","Subjective time is somewhat slower than actual time.",Inappropriate,Inappropriate,"Almost never","Not at all","Subjective time is somewhat slower than actual time.",Inappropriate,Inappropriate,No,,,,,,"Not at all","Not at all","Subjective time is typical.","Somewhat inappropriate",Inappropriate,homework,"A little thinking",Infrequently,Frequently,"Yes, somewhat","Yes, somewhat","Subjective time is somewhat faster than actual time.","Somewhat important","Not sure",No,,No,,
2270452663,"10/18/2012 16:06:27","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1993,"Some college but no degree",Student,Female,"In a long-term relationship (i.e. together more than a year)",Disagree,"Disagree somewhat","Disagree somewhat","Agree somewhat",Disagree,"Disagree somewhat",Disagree,Agree,Agree,Disagree,True,False,False,Yes,Daily,10,Infrequently,"Mostly moments (e.g. an isolated second or two)","A moment (e.g., a second or shorter)",No,,,,,,,No,,,,,,,"Not at all",Infrequently,"Subjective time is somewhat faster than actual time.","Somewhat important","Somewhat inappropriate","Almost never",Infrequently,"Subjective time is somewhat faster than actual time.",Important,"Not sure",Tennis,Infrequently,"Almost never","Subjective time is somewhat faster than actual time.","Somewhat important","Somewhat inappropriate","Almost never",Frequently,"Subjective time is somewhat faster than actual time.","Somewhat important","Not sure",Yes,Infrequently,Frequently,"Subjective time is typical.",Important,"Not sure","Almost never",Infrequently,"Subjective time is somewhat faster than actual time.","Somewhat important","Not sure","Solving calculus problems","Rigorous, intensive thinking","Almost never","Almost never",Yes,"Yes, somewhat","Subjective time is somewhat faster than actual time.","Somewhat important","Not sure",No,,No,,
2270452310,"10/18/2012 15:57:24","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1993,"Some college but no degree",Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270443975,"10/18/2012 15:53:34","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1993,"Some college but no degree",Student,Female,"In a long-term relationship (i.e. together more than a year)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270427858,"10/18/2012 15:55:39","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1994,"Some college but no degree",student,Female,"In a long-term relationship (i.e. together more than a year)","Disagree somewhat","Disagree somewhat",Disagree,Disagree,"Not sure",Disagree,Disagree,"Agree somewhat",Disagree,Disagree,True,False,False,"Not sure","I don't try to cause myself to experience complete mental silence",0,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",Yes,Christian,"Not at all","Almost never","Subjective time is typical.",Inappropriate,Inappropriate,Yes,praying,"Not at all","Not at all","Subjective time is somewhat faster than actual time.","Not sure","Not sure","Not at all","Not at all","I am unaware of actual time.","Not sure","Not sure","Almost never","Almost never","I am unaware of actual time.","Not sure","Not sure",dance,"Almost never","Not at all","Subjective time is somewhat faster than actual time.","Not sure","Not sure","Not at all","Not at all","Subjective time is somewhat slower than actual time.","Not sure","Not sure",No,,,,,,"Almost never","Almost never","Subjective time is somewhat faster than actual time.","Not sure","Not sure",dance,"A little thinking","Almost never","Not at all","Probably not","Probably not","Subjective time is somewhat faster than actual time.","Not sure","Not sure",No,,No,,
2270418107,"10/18/2012 15:48:13","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1994,"High school degree or equivalent (e.g., GED)",None,Female,Single,"Agree somewhat",Disagree,"Disagree somewhat","Agree somewhat","Agree somewhat","Not sure","Agree somewhat","Not sure","Not sure","Disagree somewhat",True,False,False,Yes,"I don't try to cause myself to experience complete mental silence",100,Daily,"Mostly continuous (e.g. usually ten seconds or longer)","More than 10 minutes",No,,,,,,,No,,,,,,,"Every time","Every time","Subjective time is somewhat faster than actual time.",Important,Inappropriate,"Every time",Frequently,"Subjective time is somewhat faster than actual time.","Somewhat important","Somewhat important",Jogging,"Every time","Every time","I am watching the clock.","Somewhat important",Inappropriate,"Every time","Every time","I am watching the clock.","Somewhat important",Inappropriate,No,,,,,,"Every time","Not at all","I am unaware of actual time.",Important,Inappropriate,"Watching tv","A little thinking","Every time","Not at all",Yes,Yes,"Subjective time is somewhat faster than actual time.",Important,Inappropriate,No,,No,,No
2270416397,"10/18/2012 16:01:09","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1993,"Some college but no degree",Student,Male,Single,"Not sure","Not sure",Disagree,"Not sure",Disagree,Disagree,Disagree,"Not sure",Agree,Disagree,True,False,"Not sure","Not sure","I don't try to cause myself to experience complete mental silence",,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",Yes,Judaism,"Not at all",Infrequently,"Subjective time is somewhat slower than actual time.",Important,"Somewhat inappropriate",Yes,"I was raised in a somewhat spiritual household, though it is not a part of my daily life.","Not at all",Infrequently,"Subjective time is somewhat slower than actual time.",Important,"Somewhat inappropriate","Not at all","Almost never","Subjective time is somewhat faster than actual time.","Not sure","Somewhat inappropriate","Almost never",Infrequently,"Subjective time is somewhat faster than actual time.","Not sure","Not sure",Tennis,"Not at all","Not at all","Subjective time is somewhat slower than actual time.","Not sure",Inappropriate,"Not at all",Infrequently,"Subjective time is somewhat faster than actual time.",Inappropriate,Inappropriate,No,,,,,,"Almost never",Infrequently,"Subjective time is somewhat slower than actual time.",Important,"Not sure","playing video games","A little thinking","Almost never","Almost never","Yes, somewhat","Yes, somewhat","Subjective time is typical.","Somewhat important","Not sure",No,,No,,
2270410305,"10/18/2012 15:48:22","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1994,"High school degree or equivalent (e.g., GED)","Full time student",Female,Single,"Disagree somewhat","Not sure","Agree somewhat","Not sure","Disagree somewhat","Disagree somewhat","Not sure","Not sure","Agree somewhat","Not sure",True,"Not sure",True,Yes,Weekly,5,Infrequently,"Mostly moments (e.g. an isolated second or two)","A moment (e.g., a second or shorter)",No,,,,,,,No,,,,,,,Infrequently,Infrequently,"I am unaware of actual time.","Somewhat important","Somewhat important",Infrequently,Infrequently,"Subjective time is somewhat faster than actual time.","Somewhat important","Not sure",Judo,Infrequently,Infrequently,"Subjective time is somewhat slower than actual time.","Somewhat inappropriate","Somewhat inappropriate",Infrequently,"Almost never","Subjective time is somewhat slower than actual time.","Somewhat important","Somewhat inappropriate",No,,,,,,Infrequently,Infrequently,"Subjective time is somewhat slower than actual time.","Somewhat important","Somewhat important",Origami,"A little thinking",Frequently,"Not at all","Not sure / maybe","Yes, somewhat","I am unaware of actual time.","Not sure","Somewhat inappropriate",Yes,"Tai chi",No,,
2270406678,"10/18/2012 15:46:08","NA;United States;Virginia;Ruckersville","Charlottesville, VA",USA,1992,"High school degree or equivalent (e.g., GED)",Student,Male,"In a long-term relationship (i.e. together more than a year)","Agree somewhat","Disagree somewhat","Not sure",Agree,"Not sure","Not sure","Not sure","Not sure","Disagree somewhat","Not sure",False,"Not sure",False,"Not sure",Infrequently,,Infrequently,"Mostly moments (e.g. an isolated second or two)","10 seconds",Yes,Hindu,Infrequently,Infrequently,"Subjective time is typical.","Not sure","Somewhat inappropriate",No,,,,,,,Infrequently,Infrequently,"Subjective time is somewhat faster than actual time.","Not sure",Inappropriate,Infrequently,"Almost never","Subjective time is somewhat faster than actual time.","Not sure","Not sure",Running,Infrequently,Infrequently,"Subjective time is typical.","Not sure","Not sure",Infrequently,Infrequently,"Subjective time is typical.","Not sure",Inappropriate,No,,,,,,Infrequently,"Almost never","Subjective time is somewhat faster than actual time.","Not sure","Somewhat inappropriate","Playing violin","Rigorous, intensive thinking","Not at all","Not at all",No,"Probably not","Subjective time is typical.",Inappropriate,Inappropriate,No,,No,,
2270383645,"10/18/2012 15:53:42","NA;United States;Virginia;Charlottesville","Charlottesville, Va",USA,1993,"High school degree or equivalent (e.g., GED)",student,Female,Single,"Agree somewhat","Agree somewhat","Not sure","Not sure","Disagree somewhat","Disagree somewhat",Disagree,"Disagree somewhat","Not sure",Disagree,True,False,"Not sure","Not sure",Infrequently,,Infrequently,"Mostly moments (e.g. an isolated second or two)","A moment (e.g., a second or shorter)",Yes,Christianity,"Almost never","Almost never","Subjective time is typical.","Not sure",Inappropriate,Yes,"Prayer, worship, thinking about Scripture",Infrequently,Infrequently,"Subjective time is typical.","Not sure",Inappropriate,"Almost never",Infrequently,"I am unaware of actual time.","Not sure",Inappropriate,"Almost never","Almost never","Subjective time is somewhat faster than actual time.","Not sure",Inappropriate,biking,"Almost never","Not at all","Subjective time is typical.","Not sure","Somewhat inappropriate","Almost never",Frequently,"I am unaware of actual time.","Somewhat important","Somewhat inappropriate",No,,,,,,Infrequently,"Not at all","Subjective time is somewhat faster than actual time.","Somewhat important","Not sure",piano,"Some moderate thinking",Frequently,"Almost never","Not sure / maybe","Not sure / maybe","Subjective time is somewhat faster than actual time.","Not sure","Not sure",No,,No,,
2270358493,"10/18/2012 15:28:36","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1993,"High school degree or equivalent (e.g., GED)","UVA Student",Male,"In a long-term relationship (i.e. together more than a year)","Disagree somewhat","Agree somewhat","Not sure","Not sure","Agree somewhat","Agree somewhat","Disagree somewhat","Not sure",Disagree,"Not sure",True,False,False,"I know how to cause myself to experience complete mental silence.",Infrequently,0,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",No,,,,,,,No,,,,,,,"Almost never",Frequently,"I am watching the clock.","Somewhat important","Somewhat inappropriate","Almost never",Frequently,"I am unaware of actual time.","Not sure","Somewhat important",Soccer,"Not at all","Not at all","I am unaware of actual time.","Not sure","Somewhat inappropriate","Almost never",Frequently,"I am watching the clock.","Somewhat important","Somewhat inappropriate",No,,,,,,Infrequently,Infrequently,"I am unaware of actual time.","Somewhat important","Somewhat important",Soccer,"Some moderate thinking","Almost never","Not at all","Yes, somewhat","Probably not","I am unaware of actual time.","Not sure","Somewhat inappropriate",No,,No,,
2270353918,"10/18/2012 15:30:25","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1994,"High school degree or equivalent (e.g., GED)",,Female,Single,"Agree somewhat","Not sure","Not sure","Disagree somewhat",Disagree,Disagree,Disagree,"Disagree somewhat","Disagree somewhat",Disagree,True,"Not sure",True,Yes,"I don't try to cause myself to experience complete mental silence",0,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",Yes,"Nondenominational Christian","Almost never",Infrequently,"Subjective time is typical.","Not sure",Inappropriate,Yes,"Quiet time/ devotional","Not at all","Almost never","I am unaware of actual time.","Somewhat important",Inappropriate,"Not at all",Infrequently,"I am unaware of actual time.","Not sure",Inappropriate,Infrequently,"Almost never","I am unaware of actual time.","Somewhat important",Inappropriate,"push ups","Not at all",Frequently,"Subjective time is somewhat slower than actual time.","Not sure","Somewhat inappropriate","Not at all",Frequently,"I am watching the clock.",Inappropriate,"Somewhat inappropriate",No,,,,,,"Not at all","Almost never","I am unaware of actual time.","Somewhat important","Somewhat inappropriate",reading,"Some moderate thinking",Infrequently,Infrequently,"Yes, somewhat","Not sure / maybe","Subjective time is typical.","Not sure","Somewhat inappropriate",No,,No,,
2270273112,"10/18/2012 14:50:01","NA;United States;Virginia;Lexington",Charlottesville,"United States",1991,"Some college but no degree",none,Female,Single,"Not sure","Agree somewhat","Not sure","Agree somewhat","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure",True,False,"Not sure","Not sure","I don't try to cause myself to experience complete mental silence",0,Infrequently,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","1-2 minutes",No,,,,,,,No,,,,,,,Infrequently,"Almost never","Subjective time is somewhat slower than actual time.","Not sure",Inappropriate,Frequently,"Almost never","Subjective time is somewhat slower than actual time.","Somewhat important","Not sure",rowing,"Not at all","Not at all","Subjective time is somewhat slower than actual time.","Somewhat inappropriate",Inappropriate,Infrequently,Infrequently,"Subjective time is typical.","Somewhat important","Somewhat inappropriate",No,,,,,,Infrequently,Infrequently,"Subjective time is typical.","Somewhat important","Somewhat inappropriate","horseback riding","Rigorous, intensive thinking",Infrequently,"Not at all","Probably not","Not sure / maybe","Subjective time is typical.","Somewhat important",Inappropriate,No,,No,,
2270260164,"10/18/2012 14:45:33","NA;United States;Virginia;Charlottesville","Charlottesville,va",USA,1991,"Some college but no degree","Engineering scholar at VDOT",Female,Single,"Agree somewhat","Agree somewhat","Disagree somewhat",Disagree,Disagree,Disagree,Disagree,"Disagree somewhat","Not sure",Disagree,True,True,False,"Not sure","I don't try to cause myself to experience complete mental silence",0,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",No,,,,,,,No,,,,,,,"Not at all","Almost never","Subjective time is somewhat faster than actual time.",Inappropriate,Inappropriate,"Not at all",Infrequently,"Subjective time is typical.","Somewhat inappropriate","Somewhat important",Running,"Not at all","Almost never","Subjective time is somewhat slower than actual time.",Inappropriate,"Somewhat inappropriate","Not at all","Almost never","Subjective time is typical.",Inappropriate,Inappropriate,No,,,,,,"Not at all","Not at all","Subjective time is typical.",Inappropriate,"Not sure",Unsure,"Some moderate thinking","Not at all","Not at all","Not sure / maybe","Not sure / maybe","Subjective time is typical.","Not sure","Not sure",No,,No,,
2270233104,"10/18/2012 14:31:22","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1994,"Some college but no degree",Student,Female,Single,"Agree somewhat",Agree,Agree,"Not sure","Not sure",Disagree,"Disagree somewhat","Disagree somewhat","Agree somewhat",Disagree,True,False,False,Yes,Infrequently,,Infrequently,"Mostly moments (e.g. an isolated second or two)","10 seconds",Yes,"Unitarian Universalist",Infrequently,"Almost never","Subjective time is somewhat slower than actual time.","Somewhat important",Inappropriate,Yes,,Infrequently,"Almost never","Subjective time is typical.",Important,Inappropriate,"Almost never",Frequently,"Subjective time is typical.","Somewhat inappropriate",Inappropriate,Infrequently,Infrequently,"I am watching the clock.",Important,"Somewhat inappropriate",Yoga,Frequently,"Not at all","Subjective time is somewhat faster than actual time.","Somewhat important",Inappropriate,"Almost never",Frequently,"Subjective time is typical.",Inappropriate,Inappropriate,No,,,,,,"Not at all","Almost never","Subjective time is somewhat slower than actual time.","Not sure","Not sure",,,,,,,,,,Yes,"Alexander Technique",No,,
2270205352,"10/18/2012 14:27:36","NA;United States;Virginia;Lynchburg","Charlottesville, VA",USA,1992,"Some college but no degree",,Male,Single,"Not sure","Agree somewhat","Disagree somewhat","Not sure",Disagree,"Disagree somewhat",Disagree,"Not sure","Not sure",Disagree,True,False,False,"Not sure","I don't try to cause myself to experience complete mental silence",,Infrequently,"Mostly moments (e.g. an isolated second or two)","A moment (e.g., a second or shorter)",Yes,Episcopalian,"Not at all",Infrequently,"Subjective time is somewhat faster than actual time.","Not sure","Not sure",No,,,,,,,,"Almost never","Subjective time is typical.","Not sure","Somewhat inappropriate",Infrequently,"Not at all","Subjective time is somewhat slower than actual time.","Somewhat important","Somewhat inappropriate",Swimming,"Almost never",Infrequently,"Subjective time is typical.","Not sure","Not sure","Not at all",Infrequently,"Subjective time is somewhat faster than actual time.",Inappropriate,Inappropriate,No,,,,,,"Almost never","Not at all","Subjective time is somewhat faster than actual time.","Somewhat important","Not sure",golf,"A little thinking","Almost never","Not at all","Not sure / maybe","Not sure / maybe","Subjective time is somewhat slower than actual time.","Not sure","Somewhat inappropriate",No,,No,,
2270202202,"10/18/2012 14:17:53","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1993,"Some college but no degree",Student,Male,Single,"Agree somewhat","Disagree somewhat","Not sure","Not sure",Disagree,"Agree somewhat",Disagree,"Agree somewhat","Agree somewhat",Disagree,True,False,"Not sure",Yes,Infrequently,50,Infrequently,"Mostly moments (e.g. an isolated second or two)","10 seconds",Yes,Catholic,Infrequently,Frequently,"Subjective time is somewhat slower than actual time.","Somewhat important",Inappropriate,,,,,,,,Infrequently,"Not at all","Subjective time is typical.","Not sure","Not sure",Infrequently,"Almost never","Subjective time is somewhat faster than actual time.","Somewhat important","Not sure",weightlifting,Infrequently,"Almost never","I am unaware of actual time.","Somewhat important","Not sure",Infrequently,Frequently,"I am watching the clock.","Somewhat important","Somewhat inappropriate",No,,,,,,Infrequently,Frequently,"Subjective time is somewhat slower than actual time.","Somewhat important","Not sure",exercise,"A little thinking",Infrequently,"Almost never","Yes, somewhat","Yes, somewhat","Subjective time is somewhat slower than actual time.","Somewhat important","Not sure",No,,No,,
2260008293,"10/15/2012 13:58:24","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1992,"Associate degree",Student,Male,Single,Agree,Agree,"Not sure","Agree somewhat","Not sure","Agree somewhat","Not sure","Agree somewhat","Disagree somewhat",Disagree,"Not sure","Not sure",True,Yes,Infrequently,,Infrequently,"Mostly moments (e.g. an isolated second or two)","10 seconds",Yes,,Frequently,"Not at all","Subjective time is somewhat faster than actual time.",Important,"Not sure",No,,"Not at all","Not at all",,"Somewhat important","Somewhat inappropriate",Infrequently,Infrequently,"Subjective time is typical.","Somewhat important","Not sure",Infrequently,Infrequently,"Subjective time is somewhat faster than actual time.","Not sure","Not sure",Dancing,Frequently,"Not at all","Subjective time is somewhat faster than actual time.","Not sure","Somewhat inappropriate",Infrequently,Frequently,"I am watching the clock.",Important,Inappropriate,No,,,,,,"Almost never","Not at all","I am unaware of actual time.","Not sure","Not sure","Playing video games","Rigorous, intensive thinking",Infrequently,"Not at all","Yes, somewhat","Not sure / maybe","I am unaware of actual time.","Not sure","Not sure",No,,No,,
2257736967,"10/15/2012 02:27:11","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1991,"High school degree or equivalent (e.g., GED)",Student,Female,Single,"Disagree somewhat","Disagree somewhat","Not sure","Not sure","Not sure",Disagree,Disagree,"Not sure","Not sure",Disagree,True,True,True,"Not sure","I don't try to cause myself to experience complete mental silence",0,Infrequently,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","A moment (e.g., a second or shorter)",Yes,Hinduism,Infrequently,"Not at all","Subjective time is typical.","Somewhat important",Inappropriate,No,,,,,,,Frequently,"Almost never","Subjective time is somewhat slower than actual time.","Not sure",Inappropriate,"Almost never",,"Subjective time is somewhat slower than actual time.",Important,"Somewhat important",Dancing,Frequently,"Not at all","Subjective time is somewhat faster than actual time.","Not sure",Inappropriate,Infrequently,Infrequently,"Subjective time is somewhat faster than actual time.",Inappropriate,Inappropriate,No,,,,,,"Not at all","Not at all","Subjective time is somewhat faster than actual time.",Inappropriate,Inappropriate,,,,,,,,,,No,,No,,
2252931757,"10/15/2012 14:58:50","NA;United States;Virginia;Ruckersville","Charlottesville, VA",USA,1994,"Some college but no degree","College Student",Female,Single,"Not sure","Not sure","Not sure","Agree somewhat","Disagree somewhat","Disagree somewhat",Disagree,"Not sure","Agree somewhat",Disagree,True,False,True,Yes,"I don't try to cause myself to experience complete mental silence",0,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",Yes,"Roman Catholic","Almost never",Frequently,"Subjective time is somewhat slower than actual time.","Not sure","Somewhat inappropriate",No,,,,,,,Infrequently,Infrequently,"Subjective time is somewhat faster than actual time.","Not sure","Somewhat inappropriate",Infrequently,Infrequently,"Subjective time is typical.","Not sure","Somewhat inappropriate",Walking,"Almost never",Frequently,"Subjective time is somewhat slower than actual time.","Not sure","Somewhat inappropriate","Almost never",Infrequently,"Subjective time is somewhat faster than actual time.","Not sure","Somewhat inappropriate",No,,,,,,"Almost never",Frequently,"Subjective time is somewhat slower than actual time.","Not sure","Somewhat important","Playing Music","A little thinking",Infrequently,"Almost never","Not sure / maybe","Not sure / maybe","Subjective time is somewhat faster than actual time.","Not sure","Somewhat inappropriate",No,,No,,
2237837164,"10/14/2012 19:18:50","NA;United States;Virginia;Mechanicsville","Charlottesville, VA",USA,1993,"Some college but no degree",student,Female,Single,"Disagree somewhat","Agree somewhat",Disagree,"Agree somewhat","Not sure",Disagree,Disagree,"Disagree somewhat","Agree somewhat",Disagree,True,False,"Not sure",Yes,Infrequently,1,Infrequently,"Mostly moments (e.g. an isolated second or two)","10 seconds",Yes,"Christian- Anglican",Infrequently,"Almost never","Subjective time is somewhat faster than actual time.",Important,Inappropriate,Yes,"I pray.","Almost never","Almost never","Subjective time is somewhat faster than actual time.",Important,Inappropriate,"Not at all",Frequently,"Subjective time is somewhat faster than actual time.",Inappropriate,Inappropriate,Infrequently,"Almost never","I am unaware of actual time.",Important,"Not sure",running,Infrequently,"Almost never","Subjective time is somewhat faster than actual time.","Somewhat important","Somewhat inappropriate","Not at all",Frequently,"Subjective time is somewhat slower than actual time.","Somewhat inappropriate",Inappropriate,No,,,,,,Infrequently,"Not at all","Subjective time is somewhat faster than actual time.","Somewhat important",Inappropriate,reading,"A little thinking",Frequently,"Almost never",Yes,Yes,"I am unaware of actual time.","Somewhat important",Inappropriate,No,,No,,
